UDI,Server Type,CPU Utilization [%],Memory Usage [%],Air Temperature [K],Disk I/O Operations,Network Latency [ms],Power Consumption [W],Machine Failure,Vibration Level [g],Cooling Efficiency [%],Network Throughput [Mbps]
3719,L,62,16,298.41417021565866,3084,32.343249379761694,331.6741714218697,0,1.6253238756682438,85,359
3720,L,60,57,291.3721151631666,3454,24.71551819448388,371.64961964629276,0,2.0436694472789085,77,112
3721,L,46,20,290.41561070357807,3471,32.359260152410215,320.0149169174218,0,1.3813210999551848,98,815
3722,H,18,84,293.25046357099365,1682,28.636675211552678,379.8494459861705,1,1.6831051390162817,55,484
3723,H,61,96,294.5295872230929,2795,35.18193617359502,296.59149997143857,1,1.5140350932014974,65,479
3724,L,63,40,296.53342256486525,3385,28.437812637851618,400.32799027140203,1,1.8381092803053176,74,660
3725,L,12,53,294.0400952944033,2294,27.142675754056068,358.5459895016741,1,1.6852524635093393,61,635
3726,H,78,54,291.313363996503,1918,33.45371015791316,384.65912753737814,1,1.482027624273825,91,645
3727,L,17,81,297.5662194346241,3814,30.563560537419953,257.4582108034175,0,1.344729318481929,77,266
3728,L,23,65,293.17060278805604,1651,28.70458037806765,365.1448743512037,0,1.4275199090009818,78,746
3729,L,12,41,296.2611430157196,2603,29.018557080598274,312.4498933021609,0,1.1446769293899817,76,762
3730,M,33,30,292.72360363908643,2603,27.58698680129811,350.7494435813517,1,1.757721274570362,62,888
3731,L,22,40,294.63324741737415,3995,40.30715866056403,327.98832034183795,1,1.3485624392555287,65,601
3732,H,52,10,295.71153310224025,4752,32.746046371660555,311.69826876692645,0,1.5483646134291,71,142
3733,L,38,86,293.2877683251808,2640,33.84052185566278,347.69483719114004,1,1.0419045149516832,69,287
3734,M,81,20,295.8497325488876,2485,32.60795789515873,382.23758487888165,0,1.6085621423734613,82,763
3735,L,60,77,294.28288079693857,4386,31.40964014327333,419.2845876342808,0,1.3513950631297136,56,711
3736,L,51,45,294.0867290068983,2081,27.904881104926403,324.686611966357,1,2.289485403933556,85,550
3737,M,40,88,298.01715769448424,1375,26.543783534608437,403.20694852864773,0,1.698838008629532,93,192
3738,M,72,68,295.7100363417893,4770,27.882519013832365,412.85722168284406,0,0.8599338993067956,58,255
3739,M,35,76,295.97732673164194,4527,33.30226315382103,300.8016188062768,1,1.8634201700436464,60,933
3740,M,27,65,296.47301417446624,3454,27.838314670383067,364.0528743301985,0,1.5643110537681235,74,743
3741,H,91,60,296.1517355104821,2408,36.476483191820684,391.42033924615373,0,1.0279341887208888,82,820
3742,H,66,38,295.71344856087717,3103,38.472350172215044,338.7022834106209,0,1.1351248275449306,91,951
3743,M,16,94,297.48094217638277,4530,21.350908256054623,346.0717027860105,1,1.1839785360352364,96,738
3744,L,57,11,293.12537479619965,3522,38.01152202541079,376.8226035255061,1,1.9416873124316463,69,412
3745,L,89,15,295.2963189274756,2539,24.453259095473427,349.99377882731716,1,1.1092947646037072,83,957
3746,L,69,40,294.38054053406546,2820,28.690969052059213,345.40490002079235,0,1.513187117282365,74,412
3747,M,42,63,295.2820956541185,1016,30.749131809945435,317.38392886527856,1,1.231806275681008,99,886
3748,L,12,97,293.60324110484464,1432,19.57833642204983,321.4730598377167,0,1.3059983523855538,93,642
3749,L,13,49,291.7546473152116,1236,26.569177268379487,317.5986172248485,1,1.6246635354771122,64,799
3750,H,13,26,296.6002289960539,1306,30.849114841356872,331.43628170493156,0,1.6425076695572058,76,316
3751,H,51,14,299.82544305206346,2785,23.89555023969789,346.3969663870815,1,1.1562012031259128,99,257
3752,H,18,11,297.15246705907157,1432,23.68226478662347,320.4106554654152,1,0.8788628656873679,82,787
3753,L,60,67,296.73446574649404,1023,39.27544903935733,305.56695591128573,0,1.1150680933925052,80,601
3754,M,26,21,295.5101671135884,3035,30.665523349280758,306.7254996197327,1,1.3880092198033958,64,994
3755,L,26,14,294.6902204328817,2323,35.05644818760298,349.07720892292826,1,1.6708482112742167,62,684
3756,L,29,69,294.80892561031965,2651,39.64653911536611,273.4995546220523,1,1.6471651438362362,90,513
3757,L,23,50,294.7837952693112,4309,34.06664354355132,392.3612433894903,1,1.9341464097319356,65,652
3758,L,31,29,293.704267521595,2013,27.49827517923675,412.96577538581903,0,1.6970527632349781,79,259
3759,L,61,81,291.6903585914576,1680,27.02822617539862,413.74998561630696,0,1.2754018399320153,66,850
3760,H,36,10,295.39767503010086,2848,32.67970697290396,333.1630213929867,0,1.5862792843245046,67,976
3761,L,52,65,294.4427056934327,2515,33.47978236487322,323.2325898510803,0,0.8947034810626375,70,147
3762,M,12,79,297.27854889217895,1951,31.327475755444016,320.64257639446356,0,1.701979372811079,81,946
3763,M,97,65,296.47890518523036,2311,33.850856605349534,300.76210288165316,0,1.7000785705411892,61,582
3764,L,17,63,290.93690840735826,1414,29.416176716046763,384.9218056546381,1,1.1604213301806392,50,548
3765,L,95,20,298.4275340904189,1752,30.07149840625844,253.71536087603667,1,2.040124182628185,62,504
3766,L,98,12,293.96795835560823,2423,27.89539219837276,323.5913667592174,0,1.742164449587386,57,519
3767,M,19,37,294.2779328166576,1415,25.67182963991639,320.9524310419262,1,1.8980623378996884,93,934
3768,L,38,14,291.64553598982627,1875,25.56469353724405,327.5251173022881,1,1.8090853850978612,98,946
3769,L,49,99,295.5330011992006,3857,28.160231693684594,321.1660888936659,1,1.3056606879635126,90,955
3770,L,74,25,295.82233397669046,1889,33.684866901333855,357.2667139871988,0,1.3552056448726055,63,883
3771,M,30,40,298.4278907210611,4873,30.174706030384346,380.76118865083504,0,1.2357374779546528,65,995
3772,H,33,37,296.701957378313,4554,27.90174695469573,365.7849296469457,1,0.7827573885212668,99,797
3773,L,82,16,293.99260639454593,2274,28.70520900702423,300.85306657567367,0,1.6867850166315115,68,490
3774,M,69,18,291.45433223805827,1676,20.92702325870718,261.35358599404975,1,1.9007413828170463,59,819
3775,M,35,48,293.84774043542365,3447,27.34273547450684,436.53605299112826,1,1.4739354735885866,80,611
3776,H,18,52,297.08787927347703,3900,33.79989024402776,397.15299908945894,0,2.401155926742525,85,255
3777,H,29,36,294.2050749052346,3188,24.223206332804246,444.31246686203184,1,1.323776102118399,52,789
3778,M,65,85,292.8121472808924,3425,22.18217525596927,372.20224539850676,0,1.1163489633604131,51,367
3779,M,45,98,295.33838500556186,4191,23.86447091388698,420.5727023921563,0,1.615830543423757,86,764
3780,H,45,42,294.3308899601216,2361,27.535469332246613,260.6094993749307,1,1.5233157553910026,67,897
3781,L,82,100,294.0870591481865,1449,29.6853398081622,283.234634298493,1,1.7645711393896792,63,427
3782,L,31,65,293.50336936528896,3935,31.160144106529042,318.4572389818345,0,1.6219103356210178,51,287
3783,L,10,11,295.2180014463246,4232,33.523892063911845,356.5103415642342,0,1.8831413870071885,73,653
3784,H,78,23,297.0513830816159,4176,28.778262745702516,315.8740041925576,1,1.0362383877805388,51,711
3785,H,82,22,296.0284125260172,1849,33.64569673643755,400.8746436259882,0,1.4942463880794612,73,839
3786,L,46,33,291.14537920239883,1091,24.02864873360233,396.6526319875187,1,1.390588376752653,63,466
3787,M,92,78,298.1021940605653,3532,36.00951566055274,398.23084868449183,1,1.7677567194200279,50,538
3788,L,81,43,296.5028458998133,4490,31.79600532393917,383.97765805200714,0,1.2539110827865816,95,858
3789,L,22,96,295.6077479221394,1420,19.965126919966806,365.42382517523043,1,1.2051973881285762,60,519
3790,H,93,28,295.8489360213599,3763,30.537930604528384,432.07396840565707,0,1.4850075576372739,64,916
3791,L,52,39,296.1692050107856,3599,41.58709106282822,439.21735930471755,1,1.5703511898168805,57,529
3792,L,46,58,295.7783680788281,3951,40.25203355965961,337.895073254097,1,1.6490045358089307,78,193
3793,M,83,52,293.0773909977122,4125,29.909977482418633,306.3515213583687,1,1.2252346736759319,79,809
3794,M,34,25,296.01505959409303,3648,32.98753243585444,410.5601485869445,1,1.7290871621391508,91,601
3795,L,97,61,295.32597364202417,4718,24.4437228424419,443.9077288204531,1,1.137127489256298,74,390
3796,M,30,58,295.83587070116766,2537,23.609853526041828,474.9390407047578,0,1.2899630581129888,52,193
3797,M,50,20,293.72840392903925,4168,29.05432314249998,381.6965767070854,1,1.4697186836086138,99,625
3798,L,82,87,297.1833824028332,2591,27.56223877872504,341.1923862362276,1,1.812577032309925,50,520
3799,L,51,56,293.8783112657696,2895,30.74218716845712,293.2247288728696,0,1.118598203316811,76,319
3800,M,51,88,294.9035364026633,4707,33.14492621520438,346.2807344089833,0,1.7515402609620394,73,651
3801,L,11,44,293.98433883905057,1184,32.95865556483782,304.3980499348346,1,1.4917254038028158,73,535
3802,H,77,80,293.0048651989879,2456,35.10031306055318,295.8864890494817,0,1.649422935322843,89,140
3803,H,17,38,296.4313273265077,2494,32.53505420093237,398.1343919053452,1,1.2922152633721213,52,989
3804,H,70,63,293.9980055863498,1964,35.641182153420075,326.2550311208781,0,1.463896676400194,50,232
3805,L,23,95,295.29261002998624,2148,35.14425378464786,348.83452448093504,0,1.6075284224006157,56,376
3806,H,86,32,292.2203703002863,4405,29.03920485436505,429.55062185161785,1,2.0452307160348293,71,864
3807,L,30,33,291.3642738725066,2287,19.767229185717746,245.61457304163827,0,1.0680901230656241,60,538
3808,L,33,19,298.46084164672453,1851,23.893750441633706,302.3454650931658,0,1.3086799370840452,53,532
3809,L,59,70,298.1728873611426,3238,32.945435444171174,390.22602540365216,1,1.338540871622916,67,416
3810,L,91,17,293.79119064244725,2873,30.83657435896172,325.4681973334568,0,1.5631925401913458,60,233
3811,M,54,57,295.91112653087,2750,40.216364007974434,323.8383222027114,0,1.0462976749894808,82,981
3812,L,73,85,294.10822903394785,2244,22.12117397126464,366.3402499709515,0,1.0908721390825609,92,278
3813,L,73,38,296.33499177634457,3246,34.45934866896594,341.8875319148412,0,2.0734013700697433,90,161
3814,M,35,96,292.83646463639,3391,29.916552772270883,251.2684632465896,1,1.4434848912674108,51,379
3815,L,41,35,292.64508914669,1173,25.972603481086296,318.96815220531096,0,1.3660640210156685,72,663
3816,M,66,46,295.04328140739136,1216,38.852340552966574,274.6031614080671,1,2.266875110626556,74,883
3817,L,62,61,295.7646146839692,4277,24.530722989663865,393.2493321485516,0,1.3521866899628818,58,490
3818,H,42,47,293.60355923590686,3021,31.699944238879247,280.66738471776125,0,1.361981919953068,69,909
3819,H,61,15,292.39096047981735,2602,36.24670040282197,280.5127655778558,1,1.531100134340883,95,317
3820,L,27,17,297.5168132351855,2396,25.819611737366117,287.0065988328485,1,1.7503652046944147,96,632
3821,L,44,26,294.071319255342,1173,20.824748989096,392.10043868660756,0,1.016717527677208,58,159
3822,L,21,85,294.09168634600644,3125,33.08238039521762,318.1058030985674,1,2.0747445963762594,64,309
3823,H,60,71,297.4652589404059,4394,35.69621699998583,416.52582446329154,0,1.7753018908711065,91,248
3824,L,98,95,299.48315107848583,4625,27.467964205780312,393.9364656954313,1,1.6899828064802234,83,279
3825,L,19,87,295.6551513242649,3623,22.11439832121084,405.7007979087482,1,1.3215862357095194,64,233
3826,L,61,43,296.7592065061265,4455,31.234046050948912,332.5855146260602,0,1.464602570156199,82,502
3827,L,43,28,292.72365075169745,3888,28.52865437218634,288.53360951056686,0,1.7171198852019047,93,805
3828,L,76,79,296.4617076551338,3484,20.6914349933681,334.1109331388002,1,1.332858306511778,71,246
3829,H,48,91,296.7088421083523,3246,32.89808446575193,204.80145374434096,0,1.8014706043223228,85,563
3830,L,17,46,293.0852033781723,3649,26.42766173373582,378.10318473670407,1,1.5476012301970001,62,380
3831,L,38,47,293.93062898529047,4078,33.06045460286494,363.29592144661217,0,1.0413864313026895,91,687
3832,H,31,24,297.44641845644225,2286,41.50081154065809,316.6312910292338,1,1.2069189016046207,63,255
3833,H,93,49,294.44768423558565,4051,29.84086769280655,324.3523538263982,1,1.3219477370307606,91,165
3834,L,79,18,297.8479792775352,1633,30.4187863107699,405.6303317961881,1,1.4302095190213964,92,521
3835,L,70,62,295.03873202279226,2699,30.597989712573252,374.4534531672037,1,1.4561090121192957,64,943
3836,L,52,79,294.9416248492464,3675,29.488439773728093,423.8320020883494,1,1.320663780913331,82,892
3837,H,58,75,296.9525915530517,3572,24.17348371563909,306.2636916006062,1,1.2940675285588283,52,869
3838,L,38,89,299.10530867283546,1962,31.547443420274917,286.367116457097,1,1.4521671968498961,56,132
3839,H,90,61,296.31950789606293,4091,27.17419553898236,368.19801669206674,1,1.4401710394637777,95,350
3840,M,40,10,295.349603005459,4784,27.761440736700155,389.71002286768703,0,1.100912129148391,98,481
3841,M,62,39,297.53300802861924,2844,26.32510290446322,365.0257519963345,1,1.5260525415799782,89,752
3842,L,43,10,297.67146001877006,3301,32.275012921547884,328.3182877854797,0,1.6691243541890062,90,919
3843,L,47,48,296.06926581509043,1597,26.088378531847255,497.30404133054515,0,1.5802391536920621,54,400
3844,L,66,25,295.7567585174905,4251,31.907905798683245,452.4253005158713,0,1.367416181958112,75,917
3845,L,13,26,296.40252112672187,4820,32.47004533506451,312.90302318352303,0,1.5943619915767802,86,286
3846,M,11,91,292.13981976806934,4424,30.31426086479745,319.90574913045265,1,1.6093992843046907,51,291
3847,H,21,31,292.9060587293997,3620,22.958060066696255,311.9680436600556,1,1.642531015279631,99,347
3848,M,44,95,295.4815511219899,2750,26.977514705886236,419.7489203775593,0,1.645539253742981,50,728
3849,M,79,40,293.459428637044,1892,29.57058867911594,395.4024887035917,0,1.6411920670917066,53,187
3850,L,81,49,295.0727141029566,1214,23.41281004269102,387.1200232399609,1,1.084349951250446,77,823
3851,L,30,36,295.40704561084345,4429,31.56571945329221,342.1001227800098,0,1.356473106593576,91,866
3852,L,70,45,293.03607883222105,1883,37.177629799355444,393.9067082934025,1,1.2178757895558543,59,183
3853,M,44,13,296.1926880015875,3649,32.52540101526836,368.23033122951045,1,1.0268053075544548,64,786
3854,H,57,78,291.19381792021386,2631,23.82291241835816,341.2271008976574,0,0.9249546752006265,67,751
3855,M,24,34,294.356635262967,4644,42.13777604470585,369.0648875093009,0,1.932247399198057,95,462
3856,L,80,87,291.9344299632675,3615,27.38613810167638,429.8708136263009,1,1.4052924811698484,88,520
3857,L,24,39,294.3555339518521,2243,31.260917045191984,389.85576005489986,1,1.9552963864762907,61,718
3858,M,15,56,296.9124910819205,1605,26.599742541779744,301.23992949933444,1,1.885949419203567,57,212
3859,L,90,21,293.51621955944154,1551,31.051870090034544,307.5276133586803,1,1.2882604821000108,91,733
3860,H,77,36,290.95282022976085,3384,36.901428345393114,387.9492368913923,1,1.6940915275843882,50,982
3861,H,31,54,294.53165855444,1318,24.64494626855912,316.7527307267833,1,1.8465676337987487,84,235
3862,M,41,97,293.33909616542326,4831,27.653025827975206,368.2206476254963,0,1.4652883161698445,55,711
3863,L,31,72,295.0032457297625,3513,30.828904871073544,319.723970832957,1,1.701452782631841,95,723
3864,L,36,64,294.5288783780919,1728,21.368232982843317,390.9417840426922,1,1.6090240769339605,65,337
3865,L,24,39,295.3510103785588,3947,34.117071805052234,297.45133466510157,1,1.9639122278380192,70,964
3866,L,53,91,297.34537449566903,2177,26.378604741888232,365.3981797434841,0,1.418381035996907,62,642
3867,L,95,23,294.24588629521435,1350,30.245996325953218,327.8879905725693,1,1.6874606387789322,55,713
3868,M,18,65,295.17305218268467,2085,24.484359054650053,347.3044945771937,0,1.3807240264064657,88,256
3869,M,43,28,294.35383848346976,2483,24.29624017777473,356.23392376274757,1,1.1991893993460252,78,117
3870,L,82,95,297.02010366775636,1949,29.936285128549503,406.4527949938498,0,1.1163144011612212,51,119
3871,L,24,35,295.313792885924,4311,37.7881670453968,345.94064622022836,0,1.7907808559957616,98,863
3872,L,71,80,296.0390493133359,1189,25.22080657416159,399.20512169306784,0,1.7554605636000917,53,975
3873,L,54,47,296.52004610975195,4217,34.57210704086335,305.5875440344354,1,1.6680101392581204,69,683
3874,H,93,78,291.1112713152726,2545,36.55138478542685,267.76659163044116,1,1.751916798638495,98,715
3875,L,81,45,296.5738315309919,4363,34.88472717139261,373.1295002944403,0,1.5043121005028635,57,214
3876,L,67,27,295.76097845581165,2665,29.14363074895075,334.6338035976342,0,1.5106754734979815,51,657
3877,L,28,66,293.6510631212832,4131,31.183158558238276,297.62520016733805,0,1.6900164316458584,53,712
3878,H,25,87,297.57679471353117,2496,37.64608975088579,298.48448422549967,1,1.5914553560409384,90,699
3879,M,84,32,296.97413765023816,1686,34.74836266080385,305.2911272238597,0,1.2671797646853447,88,996
3880,L,17,23,294.6201786839624,1072,30.105050340038215,365.5975991769785,0,1.6455246310651295,67,925
3881,M,42,78,290.8603035532958,2262,24.136832291926158,332.0932926156052,1,1.7543084449039403,95,471
3882,M,83,31,294.8852395811679,3463,39.18124255176535,278.2640390785591,1,1.332229929477401,82,934
3883,H,27,37,293.00274036800556,3226,30.587893254621545,321.23313422956505,1,1.4585800433728477,59,969
3884,L,44,52,290.60947283194,2090,27.267898028991333,312.3763108756953,1,1.9563253164140935,88,942
3885,H,52,85,296.1631962904114,2616,32.637315042951755,296.638525313058,1,1.4061783504927563,67,141
3886,H,59,27,298.05392836182824,1076,19.468942920283695,398.45794556996947,0,1.3159467410408183,68,843
3887,H,12,86,294.8120042972739,3295,33.47023786620872,345.36954894099773,0,1.9700332566335996,80,972
3888,M,100,93,295.5184537620808,1706,33.04410018492616,463.5879561353221,0,1.4571091722029954,94,586
3889,M,68,45,297.68551647056063,1987,31.754235555528957,388.0663866998175,0,1.7260463692588837,64,526
3890,L,37,16,295.35572852804296,3115,34.69713845482244,390.632542448712,0,1.0956740788692172,88,486
3891,M,55,32,293.7817640992848,3897,31.406926526766462,357.56993768207604,1,1.5015812477154147,83,504
3892,M,73,43,290.5424271627136,2591,32.993655427449355,420.1409386982744,1,1.3838931600969482,69,552
3893,M,79,30,296.63003644134113,4170,33.407769486819696,412.4439632762665,0,1.7272817717196525,81,164
3894,L,56,79,295.8358145357512,2805,35.21620762705813,361.34766337426555,0,1.7494984210570632,77,849
3895,M,23,89,296.8550213591521,4983,28.360954666143968,212.20317900103706,1,1.154262717503474,75,561
3896,H,16,56,290.10452701237926,1587,32.19949258050935,248.49108924235608,0,1.8144704521914459,88,597
3897,L,83,62,299.1533255703082,1842,27.696915169559908,313.4833729219596,0,1.6847967045631267,87,986
3898,H,88,93,293.4187375512245,4649,31.56341181314321,361.54723453365506,0,1.8583633897859237,67,423
3899,M,40,50,297.185143777289,4616,29.90748332784806,278.82236981440747,1,1.7404063048792833,95,630
3900,H,90,84,291.20046421328607,3828,25.494115485186736,371.176059266755,1,1.8356003719680731,60,786
3901,L,60,41,293.4504456720652,2565,32.81917554884588,355.4099150594396,0,1.1259419360423928,92,247
3902,L,38,23,293.91175855267335,4609,21.111387949019324,343.42579846254944,1,1.5983473028183197,59,211
3903,H,24,97,292.9563169692682,3929,24.519059041514392,352.85885643911126,1,2.0204564088778962,51,746
3904,L,99,26,293.3546139889346,1721,33.562607676632545,229.94704199970312,0,1.4272212583272927,84,671
3905,H,85,34,298.2403105638669,2804,26.670730627772933,429.54615607561465,1,1.5904199377805055,91,915
3906,L,34,73,294.3209722805968,1323,32.65304458734678,331.6890693427538,0,1.555093308136454,82,855
3907,M,70,82,299.2580532804946,4194,41.48072403766933,358.6947534937521,0,1.9094317149167126,97,492
3908,L,50,95,297.11109612654803,4104,19.561831863001718,355.3219910661695,1,1.6761142512443115,63,586
3909,M,78,57,290.99069867192947,1654,31.453592763761183,319.5817047942979,0,0.9556131223431006,58,517
3910,L,13,44,294.31553366489067,1144,39.23888116128369,354.85191178141315,0,1.3902957479756626,56,269
3911,L,66,46,294.22760680824115,3821,31.2486638494309,299.78576408242014,0,1.2345611070127862,72,368
3912,L,40,64,293.10669903768246,4588,30.03343423759021,345.3400788968449,1,1.495505100258426,56,775
3913,L,12,26,297.43958998958374,2696,27.994860770657525,353.5051236739859,1,1.4397210148287283,50,820
3914,H,76,37,296.7239341822147,3357,26.031334965700907,335.3206787971878,1,1.6367285547931854,69,927
3915,H,99,10,299.3141636044107,1143,19.66006673371479,352.9982374701658,1,2.1237316264854385,95,444
3916,L,59,62,294.0830457882906,1941,27.620197873375734,381.89127500550035,0,1.3415347867894376,89,369
3917,M,26,82,295.8766084848285,3711,30.295989977618227,407.69348640442234,1,0.9523450299592174,84,104
3918,L,69,64,294.29529053670063,1892,30.758389782096252,450.9728732701005,0,1.5113316784634514,87,588
3919,M,83,70,294.2034346500951,3564,34.647174802068065,382.39458616481903,0,1.4199951746678954,96,987
3920,H,75,22,296.62235728931654,1194,34.37391112248558,335.1957897195173,0,1.260360063155104,96,349
3921,H,97,56,299.4024609361378,4554,31.101506773852403,293.2663323686483,0,1.4707832079722656,57,721
3922,L,84,73,296.9693162861471,2660,31.640747678012026,324.51201748764686,1,1.081209369277966,80,874
3923,M,33,41,296.755265984464,4546,29.70826510056842,282.0496328713497,1,1.3031050129921244,68,817
3924,L,96,37,294.8822971210917,2611,26.22337101289995,335.6221534064141,0,1.19457369951237,54,324
3925,H,41,62,296.69532297424155,1817,34.68637357769453,364.8266859151093,1,1.1516728548268829,94,175
3926,L,96,40,297.35578509496963,4240,29.194562993745734,368.4994101127083,1,1.5204530250254515,83,999
3927,M,28,17,293.2825134258809,3776,31.32466266676255,359.6609785756361,0,1.391555466115476,93,791
3928,M,75,81,295.0831256564321,4254,42.923350619963614,360.26864392765117,1,1.7849842555934934,65,283
3929,M,69,96,294.3516913254879,4920,34.55993596771801,365.39542942330075,1,1.647825774513875,56,105
3930,L,75,83,293.7350049077497,2136,28.976011595923904,411.41516878923056,0,1.6100539857932006,90,420
3931,H,24,34,296.966392742509,2299,22.38277440813104,303.7310066383562,1,1.9583457010307754,70,951
3932,L,94,42,294.529098651841,3523,35.5513603863253,315.53190723126215,1,1.3833466454524304,93,957
3933,M,44,77,295.94823639495456,4249,15.385219214334,427.6282395258042,1,1.8989604420479245,74,590
3934,L,78,16,295.96495015315054,2660,27.891556406526366,316.26112424581714,0,1.516862640822275,96,826
3935,L,36,75,294.4606429115629,2314,20.597208958776104,417.3451108877374,0,1.6342486807366046,94,943
3936,M,97,55,292.0892095906082,1433,27.562040726562557,414.5985429633714,1,1.9788736650878778,51,112
3937,L,16,14,294.29868122624544,4534,27.498442770351307,321.0803705930052,1,1.8745504776748683,57,670
3938,L,15,26,296.0565487819912,1416,30.74280488960274,362.58236380955344,0,1.4588150892925196,68,412
3939,L,42,85,295.6048942082948,2858,28.962753154716996,379.52331223425944,1,1.6575382419158735,91,949
3940,L,67,61,291.0981173091413,1710,34.73442447792434,445.24176265708456,0,1.3835748974242679,86,962
3941,M,58,21,296.62271298365204,1137,33.201535200281256,347.5521378716453,0,1.6514627087803615,68,401
3942,H,26,71,293.89298584426245,4560,34.19719451508173,345.60987166086426,1,1.7154264157407761,50,213
3943,L,51,44,296.14536011880136,2753,22.94417986593593,388.0432107963348,1,1.2556596873960144,77,408
3944,L,81,71,296.62982107873233,3856,29.34080061719771,313.4218827701526,0,1.4301859285931693,89,808
3945,L,49,30,295.9405714069462,4239,33.13390041695626,350.46477617889843,1,2.0591680005765713,63,266
3946,L,55,94,298.7643571012131,3181,30.43512006573222,241.71849554420294,1,1.5625586133802496,72,119
3947,M,80,75,296.99875094949795,2184,27.067812762091332,466.5372284721727,0,1.6568129130404483,57,503
3948,M,79,62,294.09305536736406,3831,26.223684541498063,430.5355083182727,0,1.5378197275996361,84,197
3949,L,77,30,294.29702639324967,3839,39.25281157967858,349.35153499957147,0,1.1891359459165478,80,789
3950,L,10,24,294.8494464964477,2783,32.35428072983028,303.87827685301534,1,0.876722316635473,72,241
3951,L,88,84,294.2970240070791,1733,19.467682426894388,301.3809923592477,0,1.6397430582705164,95,370
3952,H,98,83,295.739050688915,2851,23.74723863039359,379.15543413501496,1,1.0438818978193094,56,897
3953,H,61,91,292.73230393472437,3424,19.519082590415685,304.7004712079613,1,1.4472180150127871,51,501
3954,L,44,32,297.7644468987157,2353,23.042501631608545,289.69956682346134,1,1.6503084262933163,68,837
3955,L,78,40,295.08294427241646,1394,24.11688581629739,281.77575042267296,1,1.4109581178316395,77,381
3956,H,14,63,297.70631660980865,2195,36.09171654559351,355.59528799388073,1,1.2439115562919478,87,711
3957,H,26,64,292.63283527316395,3517,32.66748286540202,362.36336495103905,1,1.5975046120664798,85,739
3958,L,62,35,292.639975329207,3818,25.748614326148115,447.5693032969291,0,1.360656515169515,82,719
3959,L,61,62,297.1587059201415,4493,26.037075805590547,317.1680563528333,1,1.7836162483512223,67,438
3960,L,23,75,293.70533578132125,4327,26.970924890855056,378.0950736547717,0,1.4823643569726548,87,355
3961,M,38,48,293.00632877473987,4751,25.526533590767144,315.19975411840375,1,1.5371670763506713,59,547
3962,L,17,16,297.3281412526534,3028,28.584357616416266,306.98062204184043,0,1.8480051771778119,75,973
3963,L,10,97,293.37577501935425,2143,25.831035397036572,372.6691009003386,1,1.4171575008447674,64,295
3964,M,38,48,294.9624763629033,3066,28.78907475390129,401.1995962122256,1,1.1422669132368366,81,205
3965,L,45,41,293.91703217217724,1807,23.427576751999034,341.6868152764177,1,1.0702213139128196,66,574
3966,M,60,35,296.5154007368988,4892,29.664889139284437,285.3896970721772,1,1.5743790738127237,50,666
3967,L,46,96,295.4532511825182,1246,31.103879155911187,389.16001464365905,1,1.5591331298436486,64,934
3968,L,78,87,296.82254941065656,2228,24.83705008002935,376.71356070470586,0,1.5635489585213618,75,468
3969,M,62,38,292.6021899239282,4491,26.44565948846773,381.26391043224123,1,1.7324557871162904,83,399
3970,L,61,34,295.4821491399737,4138,29.054049391165947,439.36886885801005,1,1.4653900187897089,53,798
3971,H,97,65,295.1830921479908,1341,34.32928099261481,306.60501161673335,0,2.198919719883813,76,482
3972,M,92,40,293.5020939373849,3392,35.69161665286983,387.83711212184375,0,1.6983595579958968,89,239
3973,L,21,75,292.92858115169753,2939,29.490210414166707,381.93752893539335,0,1.4343397981906139,56,775
3974,M,61,11,294.8256508667927,3971,31.41828650434949,349.3171628836452,1,1.0390918478302769,85,714
3975,L,10,96,294.418047985975,4768,29.26988310149756,354.10832749790103,1,1.2819677976944233,94,485
3976,H,16,56,297.35979014295776,3434,36.091660539872166,372.03201877807606,0,1.8751865504220127,78,354
3977,L,26,84,296.65156395859736,1341,38.332655149072764,381.3262541670733,0,1.9249364212500957,97,223
3978,M,52,38,293.6276185838196,1107,34.05861545202254,310.5157964279159,1,1.8457471569522748,70,141
3979,L,80,58,294.48609717629904,3724,32.17788586937856,398.36602221434663,1,1.2600860465788175,64,605
3980,L,26,82,296.09398986703127,1632,32.21189786629874,378.01169535675547,1,1.5283203813610264,56,261
3981,H,68,41,296.3139160084644,1997,30.66424634045099,320.0794196645135,1,1.6462869663630944,96,969
3982,H,12,39,297.3772343780114,2425,26.191899865180034,371.35721587653103,1,1.9123943110365555,91,898
3983,L,38,24,294.87232670674143,1595,27.33966151870993,374.4460608428254,0,1.573391949421556,77,424
3984,L,31,71,295.3183947339863,2325,31.25990078382276,372.6164907529767,1,1.3631006937106107,58,503
3985,H,47,87,291.43977359815705,2796,27.46000044128017,349.12663093476505,0,1.1914561055028123,79,393
3986,H,63,26,292.7796037520651,2130,23.232251201283876,303.7131497508033,1,1.6818396575605004,100,611
3987,L,59,31,296.822255692366,4706,28.994529736068106,308.61186711972096,1,0.9062346897779266,81,686
3988,L,78,39,292.8162902484237,1584,21.96055437858734,433.43964015225686,1,1.5154203185681294,93,706
3989,L,39,90,291.6487888176865,3524,39.512545446757755,353.7143683173462,1,1.8661502357672228,62,991
3990,H,32,25,296.537480248729,3384,27.167726095324674,399.61562703268623,1,1.6537310979494426,95,188
3991,L,94,61,294.21059956734587,4531,29.858323972610275,354.2236183384851,0,1.657256742495118,82,487
3992,L,99,17,293.41022499766416,3360,35.96451448618889,297.55823221246857,0,1.171420830019315,51,696
